Product_ID,Product_Name,Product_Description,Ingredients,Claims,Packaging_Type,Packaging_Recyclable,Contains_Chemicals,Organic_Claim,Vegan_Claim,Cruelty_Free,Biodegradable,Carbon_Footprint_Level,Country_of_Origin,Price_INR,Shelf_Life_Months,Consumer_Rating,Eco_Label_Class
F067,Cold Drink,Carbonated soft drink,"sugar, water",Refreshing,Metal,No,Yes,Yes,Yes,No,No,High,India,328,18,4.1,Eco
F128,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Paper,No,Yes,No,No,Yes,No,High,India,113,47,4.9,Not Eco
F018,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Metal,,No,Yes,No,No,No,Medium,India,124,31,4.8,Not Eco
F025,Cold Drink,Carbonated soft drink,"Sugar, water batch",Refreshing,Metal,No,No,No,Yes,No,No,Medium,India,294,54,4.2,Not Eco
F054,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Paper,No,No,No,No,Yes,Yes,Low,India,530,34,4.7,Not Eco
F058,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Glass,Yes,Yes,No,Yes,Yes,Yes,Low,India,568,9,3.6,Not Eco
F067,Cold Drink,,"Sugar, water",Refreshing,Metal,No,Yes,Yes,Yes,No,No,High,India,328,18,4.1,Eco
F104,Packaged Bread,Soft white bread,"Refined flour, yeast",,Metal,Yes,Yes,Yes,Yes,Yes,No,High,India,186,27,4.6,Not Eco
F174,Organic Honey,Pure natural honey,Honey new,,Glass,Yes,Yes,No,No,Yes,Yes,Low,India,455,19,4.4,Not Eco
F024,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Glass,Yes,No,Yes,Yes,No,Yes,High,India,98,46,3.6,Not Eco
F114,Organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,Paper,Yes,No,No,Yes,No,No,Low,India,271,50,4.8,Not Eco
F032,organic Brown Rice pack,Whole grain organic rice,Brown rice,Organic certified,,No,No,Yes,Yes,Yes,Yes,Low,India,347,,3.7,Not Eco
F175,Organic Brown Rice,Whole grain organic rice,Brown rice batch,Organic certified,Paper,No,Yes,No,Yes,No,No,Low,India,435,52,4.9,Eco
F086,Organic Spice Mix,Traditional spice blend,Natural spices new,No preservatives,Metal,Yes,No,No,Yes,No,No,Low,India,72,14,4.3,Eco
F151,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Paper,No,Yes,No,Yes,No,No,Medium,India,343,5,4.2,Not Eco
F194,Organic Pulses,Naturally grown pulses,,Organic farming,Metal,No,No,Yes,No,No,Yes,High,India,81,42,4,Not Eco
F127,Cold Drink,Carbonated soft drink,"Sugar, water",,Glass,Yes,Yes,Yes,Yes,Yes,Yes,High,India,58,,4.8,Eco
F155,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,,Yes,Yes,No,No,Yes,No,High,India,116,46,4.8,Not Eco
F130,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Paper,No,Yes,Yes,No,Yes,No,Medium,India,364,13,3.6,Not Eco
F017,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Metal,Yes,Yes,Yes,Yes,No,Yes,Medium,India,430,6,3.7,Eco
F104,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Metal,Yes,Yes,Yes,Yes,Yes,No,High,India,186,27,4.6,Not Eco
F161,Organic Honey,Pure natural honey,Honey,No additives,,No,Yes,No,No,Yes,Yes,High,India,330,17,3.7,Eco
F137,Green Tea Bags,Natural green tea,green tea leaves,Antioxidant rich,,Yes,Yes,No,Yes,Yes,Yes,Low,India,196,24,4.1,Not Eco
F043,organic Spice Mix pack,Traditional spice blend new,Natural spices,No preservatives,Glass,,No,No,No,Yes,No,Medium,India,493,20,4.2,Eco
F176,Organic Spice Mix,Traditional spice blend,natural spices,No preservatives,Metal,No,No,No,No,No,Yes,Low,India,43,38,4.3,Not Eco
F039,Instant Noodles batch,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Metal,No,No,No,No,No,Yes,Medium,India,161,36,,Eco
F170,Instant Noodles offer,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Paper,Yes,No,Yes,No,No,Yes,Medium,India,295,2,4.6,Not Eco
F026,Cooking Oil,Refined sunflower oil,sunflower oil,Light and healthy,Paper,No,No,Yes,No,Yes,No,High,India,209,22,,Not Eco
F099,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Glass,Yes,Yes,No,No,Yes,No,High,India,35,52,5,Eco
F050,Organic Honey,pure natural honey batch,Honey,,Glass,Yes,No,Yes,Yes,No,Yes,High,India,475,46,3.8,Not Eco
F153,cold Drink,Carbonated soft drink,"Sugar, water new",Refreshing,Plastic,Yes,Yes,No,No,No,Yes,High,India,216,21,3.7,Eco
F152,Instant Noodles,Quick cook noodles,"refined flour, preservatives offer",Fast cooking,Paper,Yes,Yes,Yes,Yes,No,Yes,Medium,India,344,46,4.4,Eco
F013,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Paper,No,No,No,Yes,Yes,No,Medium,India,424,1,4.5,Eco
F060,Chocolate Bar,Milk chocolate pack,"Sugar, cocoa",Rich taste,Glass,Yes,No,No,No,Yes,No,Medium,India,241,48,3.6,Eco
F135,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Plastic,No,No,No,No,No,Yes,Low,India,201,37,4.4,Not Eco
F057,Packaged Bread,Soft white bread,"refined flour, yeast",Fresh baked,Paper,Yes,Yes,No,No,No,Yes,Medium,India,557,6,4.5,Not Eco
F036,Organic Honey,Pure natural honey,honey offer,no additives,Glass,No,Yes,Yes,Yes,No,Yes,Low,India,268,23,4.9,Not Eco
F173,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Metal,No,Yes,No,No,No,No,Medium,India,571,1,4.9,Eco
F020,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked batch,Metal,No,Yes,No,No,No,Yes,Low,India,555,47,3.6,Not Eco
F065,Chocolate Bar,Milk chocolate,"Sugar, cocoa pack",Rich taste new,,No,Yes,No,Yes,No,Yes,High,India,41,33,4.2,Eco
F008,Cooking Oil,Refined sunflower oil,Sunflower oil,Light and healthy,Metal,No,No,Yes,No,Yes,No,High,India,427,57,4.3,Not Eco
F144,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Glass,No,No,Yes,No,No,No,High,India,458,30,4.5,Eco
F142,Chocolate Bar,Milk chocolate,"Sugar, cocoa",Rich taste,Plastic,No,Yes,Yes,Yes,Yes,No,Low,India,509,29,3.7,Not Eco
F115,,Milk chocolate,"Sugar, cocoa",,,No,Yes,No,No,Yes,Yes,Medium,India,270,60,3.6,Eco
F143,Organic Brown Rice,Whole grain organic rice,Brown rice,organic certified batch,Paper,No,Yes,Yes,No,Yes,Yes,High,India,,,3.9,Not Eco
F092,cold Drink,Carbonated soft drink,"Sugar, water",Refreshing batch,,No,Yes,Yes,Yes,No,No,Medium,India,200,54,3.6,Eco
F098,Organic Honey,Pure natural honey,Honey pack,No additives,Plastic,Yes,Yes,No,Yes,No,No,Medium,India,109,35,4,Eco
F066,Organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,Metal,Yes,No,No,No,No,Yes,Low,India,159,40,4,Eco
F032,Organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,Metal,No,No,Yes,Yes,Yes,Yes,Low,India,347,39,3.7,Not Eco
F191,Cooking Oil,Refined sunflower oil,Sunflower oil,Light and healthy,Paper,Yes,No,Yes,No,No,Yes,Low,India,525,49,4.4,Eco
F086,Organic Spice Mix,Traditional spice blend pack,Natural spices,No preservatives,Metal,Yes,No,No,Yes,No,No,Low,India,72,14,4.3,Eco
F051,Chocolate Bar,Milk chocolate,"Sugar, cocoa",Rich taste,Plastic,No,Yes,Yes,No,No,Yes,High,India,350,24,4.8,Eco
F153,Cold Drink offer,Carbonated soft drink,"Sugar, water",Refreshing,Plastic,Yes,Yes,No,No,No,Yes,High,India,216,21,3.7,Eco
F186,Cooking Oil,Refined sunflower oil,Sunflower oil,light and healthy,Paper,Yes,No,No,No,Yes,Yes,Low,India,336,11,4.3,Not Eco
F063,,Milk chocolate,"Sugar, cocoa",Rich taste,Plastic,Yes,Yes,Yes,No,Yes,No,Medium,India,42,15,5,Eco
F190,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Paper,No,Yes,Yes,No,Yes,No,Medium,India,105,17,3.6,Eco
F125,Chocolate Bar,Milk chocolate,"Sugar, cocoa",Rich taste,Plastic,Yes,No,No,Yes,Yes,Yes,High,India,105,59,3.7,Not Eco
F150,Green Tea Bags,natural green tea,Green tea leaves,Antioxidant rich,Glass,No,Yes,Yes,Yes,No,No,High,India,397,42,4.5,Eco
F058,Packaged Bread,Soft white bread,"Refined flour, yeast new",Fresh baked,Glass,,Yes,No,Yes,Yes,Yes,Low,India,568,9,3.6,Not Eco
F058,Packaged Bread,Soft white bread,"Refined flour, yeast",fresh baked,Glass,Yes,Yes,No,Yes,Yes,Yes,Low,India,568,9,3.6,Not Eco
F086,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Metal,Yes,No,No,Yes,No,No,Low,India,72,14,4.3,Eco
F049,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Metal,Yes,No,Yes,Yes,No,No,High,India,175,26,3.9,Eco
F180,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Plastic,No,Yes,No,Yes,Yes,No,Medium,India,147,10,4.3,Eco
F170,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Paper,Yes,No,Yes,No,No,Yes,Medium,India,295,2,4.6,Not Eco
F070,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Glass,No,No,No,Yes,Yes,Yes,Medium,India,530,47,4.2,Not Eco
F015,Organic Honey,Pure natural honey,Honey,,Glass,Yes,Yes,No,No,No,No,Medium,India,314,17,4.9,Not Eco
F054,Organic Spice Mix,Traditional spice blend batch,Natural spices pack,No preservatives,Paper,No,No,No,No,Yes,Yes,Low,India,530,34,4.7,Eco
F188,Organic Honey,Pure natural honey,Honey,no additives,Metal,No,Yes,No,Yes,No,No,High,India,551,9,4.2,Not Eco
F101,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking offer,Paper,Yes,Yes,Yes,No,Yes,No,Low,India,95,2,4,Eco
F008,Cooking Oil,Refined sunflower oil pack,Sunflower oil,Light and healthy batch,Metal,No,No,Yes,No,Yes,No,High,India,427,57,4.3,Not Eco
F053,Organic Pulses,Naturally grown pulses,Lentils,,Glass,Yes,No,No,Yes,Yes,No,Low,India,573,21,3.9,Not Eco
F060,Chocolate Bar,Milk chocolate,"Sugar, cocoa",Rich taste,Glass,Yes,No,No,No,Yes,No,Medium,India,241,48,3.6,Eco
F108,Organic Honey,Pure natural honey,Honey,No additives,Plastic,No,Yes,Yes,Yes,Yes,Yes,Low,India,567,58,4.9,Eco
F005,Organic Spice Mix,traditional spice blend,Natural spices offer,No preservatives new,Paper,Yes,No,No,No,No,Yes,Low,India,275,43,3.7,Not Eco
F103,Cold Drink,Carbonated soft drink new,"Sugar, water",Refreshing,Metal,No,Yes,No,No,Yes,Yes,Low,India,180,11,5,Eco
F196,Organic Spice Mix,traditional spice blend,Natural spices,No preservatives,Plastic,Yes,Yes,No,Yes,Yes,No,Medium,India,232,42,3.8,Eco
F006,Cold Drink,Carbonated soft drink,"sugar, water",Refreshing,Paper,No,No,Yes,No,No,Yes,Medium,India,158,23,4.8,Eco
F109,organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,Glass,,No,Yes,No,Yes,No,Low,India,199,24,3.7,Eco
F116,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Paper,Yes,No,No,No,Yes,No,Low,India,278,10,4,Eco
F094,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Metal,No,No,Yes,No,Yes,No,High,India,180,17,3.5,Not Eco
F047,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Metal,Yes,Yes,No,No,Yes,Yes,Medium,India,103,7,3.7,Not Eco
F099,Packaged Bread,Soft white bread new,"Refined flour, yeast",Fresh baked,Glass,Yes,Yes,No,No,Yes,No,High,India,35,52,5,Eco
F055,Organic Honey new,,Honey,No additives,Paper,Yes,Yes,Yes,Yes,Yes,No,Medium,India,79,13,4.7,Eco
F168,Green Tea Bags,Natural green tea,Green tea leaves pack,Antioxidant rich,Paper,No,No,No,Yes,No,No,Medium,India,123,1,4,Not Eco
F052,Organic Honey,Pure natural honey,Honey,,Metal,Yes,Yes,No,Yes,No,Yes,Medium,India,117,34,4,Not Eco
F144,Organic Pulses,Naturally grown pulses,Lentils,,Glass,,No,Yes,No,No,No,High,India,458,30,4.5,Eco
F013,Organic Spice Mix,Traditional spice blend,,No preservatives,Paper,No,No,No,Yes,Yes,No,Medium,India,424,1,4.5,Eco
F114,Organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,Paper,Yes,No,No,Yes,No,No,Low,India,271,50,4.8,Not Eco
F124,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Plastic,No,Yes,No,Yes,Yes,Yes,Low,India,181,49,4.2,Eco
F106,,,Natural spices,no preservatives,,,No,Yes,Yes,No,No,High,India,164,32,4.4,Not Eco
F158,Organic Brown Rice,Whole grain organic rice,,Organic certified,Paper,No,No,No,No,Yes,Yes,Low,India,247,55,4.7,Eco
F147,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives new,Plastic,No,No,No,No,Yes,No,Low,India,349,18,3.6,Eco
F145,Organic Honey,Pure natural honey,Honey,No additives,,Yes,No,No,Yes,No,Yes,Medium,India,381,8,4.1,Not Eco
F120,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Glass,No,No,No,Yes,No,Yes,Medium,India,261,13,4.2,Not Eco
F063,Chocolate Bar,Milk chocolate,"Sugar, cocoa",Rich taste,Plastic,Yes,Yes,Yes,No,Yes,No,Medium,India,42,15,5,Eco
F019,Instant Noodles offer,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Plastic,No,Yes,Yes,No,Yes,Yes,Low,India,349,20,4.8,Eco
F092,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Paper,No,Yes,Yes,Yes,No,No,Medium,India,200,54,3.6,Eco
F058,Packaged Bread,Soft white bread pack,"Refined flour, yeast",Fresh baked offer,Glass,Yes,Yes,No,Yes,Yes,Yes,Low,India,568,9,3.6,Not Eco
F183,Packaged Bread,Soft white bread new,"Refined flour, yeast",Fresh baked,Metal,Yes,No,Yes,No,Yes,No,High,India,537,24,4.8,Not Eco
F090,Organic Pulses,Naturally grown pulses new,Lentils batch,Organic farming,Paper,No,Yes,No,Yes,Yes,Yes,Low,India,199,14,4.9,Not Eco
F117,Organic Pulses pack,Naturally grown pulses,Lentils,Organic farming,Metal,Yes,Yes,Yes,Yes,Yes,No,Low,India,177,59,4.1,Not Eco
F062,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Glass,Yes,No,No,Yes,No,No,High,India,309,38,4.5,Eco
F023,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich offer,Paper,Yes,Yes,Yes,No,Yes,Yes,High,India,560,30,3.5,Eco
F127,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Glass,Yes,Yes,Yes,Yes,Yes,Yes,High,India,58,24,,Eco
F137,green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Glass,Yes,Yes,No,Yes,Yes,Yes,Low,India,196,24,4.1,Not Eco
F140,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Metal,No,Yes,Yes,No,No,No,High,India,451,53,4.7,Not Eco
F129,Green Tea Bags new,Natural green tea,Green tea leaves,Antioxidant rich,,Yes,Yes,No,No,No,No,Medium,India,568,25,3.6,Not Eco
F058,Packaged Bread,Soft white bread,"Refined flour, yeast",fresh baked,Glass,Yes,Yes,No,Yes,Yes,Yes,Low,India,568,9,3.6,Not Eco
F122,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Plastic,,No,Yes,No,Yes,No,High,India,182,28,3.7,Eco
F001,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Plastic,No,Yes,No,Yes,Yes,No,Low,India,186,33,4.5,Not Eco
F034,Chocolate Bar,Milk chocolate,"Sugar, cocoa",Rich taste,Paper,,Yes,Yes,No,Yes,Yes,Medium,India,271,55,,Not Eco
F096,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Glass,Yes,No,Yes,No,Yes,Yes,Low,India,128,23,4,Eco
F126,Organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,Plastic,Yes,Yes,No,No,No,Yes,High,India,406,,4.8,Eco
F118,Green Tea Bags new,Natural green tea,Green tea leaves,Antioxidant rich,Plastic,No,Yes,Yes,No,No,Yes,Medium,India,179,45,5,Eco
F048,Packaged Bread pack,Soft white bread offer,,Fresh baked,,Yes,No,No,Yes,Yes,No,Medium,India,345,51,4.5,Eco
F089,Cooking Oil,Refined sunflower oil,sunflower oil new,Light and healthy,Glass,Yes,No,Yes,Yes,Yes,No,High,India,40,56,3.7,Eco
F117,Organic Pulses,Naturally grown pulses,Lentils,,Metal,Yes,Yes,Yes,Yes,Yes,No,Low,India,177,59,4.1,Not Eco
F129,Green Tea Bags,Natural green tea,green tea leaves,Antioxidant rich,,Yes,Yes,No,No,No,No,Medium,India,568,25,3.6,Not Eco
F016,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Paper,No,No,Yes,Yes,No,Yes,High,India,248,47,4.2,Not Eco
F189,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Glass,Yes,Yes,No,No,No,Yes,Low,India,195,60,3.9,Eco
F192,Organic Spice Mix,Traditional spice blend,Natural spices,no preservatives,Paper,Yes,No,Yes,Yes,No,No,Low,India,115,20,4.3,Not Eco
F191,Cooking Oil,refined sunflower oil,sunflower oil,Light and healthy,Paper,Yes,No,Yes,No,No,Yes,Low,India,525,49,,Eco
F069,Organic Honey,Pure natural honey,Honey,No additives,Paper,No,Yes,No,No,No,No,Low,India,132,39,4.7,Eco
F022,Cooking Oil,Refined sunflower oil,Sunflower oil,Light and healthy,Plastic,Yes,Yes,Yes,Yes,No,No,Low,India,429,22,3.7,Not Eco
F093,organic Pulses,Naturally grown pulses,Lentils,Organic farming batch,Glass,Yes,No,No,No,No,No,High,India,558,29,4,Eco
F195,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Plastic,No,Yes,No,No,No,No,Low,India,599,7,3.9,Not Eco
F076,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Paper,Yes,No,No,Yes,Yes,No,Medium,India,,60,4.7,Eco
F154,Packaged Bread,Soft white bread,,Fresh baked,Metal,Yes,No,No,Yes,No,Yes,Low,India,275,14,4.5,Eco
F144,Organic Pulses,,Lentils,Organic farming,Glass,No,No,Yes,No,No,No,High,India,458,30,4.5,Eco
F179,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Paper,Yes,No,Yes,Yes,No,Yes,Low,India,519,3,3.6,Not Eco
F086,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Metal,Yes,No,No,Yes,No,No,Low,India,72,14,4.3,Eco
F185,,Milk chocolate,"Sugar, cocoa",rich taste,Glass,No,No,No,No,No,Yes,Medium,India,326,50,4.4,Eco
F029,Cooking Oil,Refined sunflower oil,Sunflower oil,Light and healthy,Paper,No,Yes,No,No,No,No,High,India,572,35,3.9,Not Eco
F069,Organic Honey,Pure natural honey,Honey,No additives,Paper,No,Yes,No,No,No,No,Low,India,132,39,4.7,Eco
F047,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Metal,,Yes,No,No,Yes,Yes,Medium,India,103,7,3.7,Not Eco
F094,Organic Spice Mix,Traditional spice blend new,Natural spices,No preservatives,Metal,No,No,Yes,No,Yes,No,High,India,180,17,,Not Eco
F190,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Paper,No,Yes,Yes,No,Yes,No,Medium,India,105,17,3.6,Not Eco
F197,Chocolate Bar,Milk chocolate,"Sugar, cocoa",Rich taste,Plastic,,No,Yes,Yes,Yes,No,High,India,495,5,3.8,Not Eco
F144,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Glass,No,No,Yes,No,No,No,High,India,458,30,4.5,Eco
F176,organic Spice Mix,,Natural spices,No preservatives,Metal,No,No,No,No,No,Yes,Low,India,43,38,4.3,Not Eco
F085,Cold Drink,Carbonated soft drink batch,"Sugar, water",Refreshing,Metal,,No,No,Yes,Yes,No,High,India,178,32,4.8,Eco
F039,Instant Noodles pack,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Metal,No,No,No,No,No,Yes,Medium,India,161,36,4.2,Eco
F100,Organic Spice Mix,Traditional spice blend pack,Natural spices,No preservatives,Glass,,Yes,Yes,No,No,Yes,Medium,India,292,53,,Eco
F033,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Glass,No,No,No,Yes,Yes,Yes,Low,India,,42,3.5,Not Eco
F101,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Paper,Yes,Yes,Yes,No,Yes,No,Low,India,,2,4,Eco
F023,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Paper,Yes,Yes,Yes,No,Yes,Yes,High,India,560,30,3.5,Eco
F010,Instant Noodles,Quick cook noodles,,Fast cooking,Glass,No,No,Yes,Yes,Yes,No,Medium,India,394,51,3.8,Eco
F069,Organic Honey pack,Pure natural honey,Honey,No additives,Paper,No,Yes,No,No,No,No,Low,India,132,39,4.7,Eco
F100,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives batch,Glass,Yes,Yes,Yes,No,No,Yes,Medium,India,292,53,4.2,Eco
F034,Chocolate Bar,Milk chocolate,"Sugar, cocoa",,Paper,,Yes,Yes,No,Yes,Yes,Medium,India,271,,4.3,Not Eco
F180,Green Tea Bags,Natural green tea batch,Green tea leaves,Antioxidant rich,Plastic,No,Yes,No,Yes,Yes,No,Medium,India,147,10,4.3,Eco
F138,Organic Brown Rice,Whole grain organic rice offer,Brown rice,Organic certified,Glass,Yes,No,Yes,No,No,No,Low,India,98,9,4.7,Not Eco
F147,Organic Spice Mix,Traditional spice blend,,No preservatives,Plastic,No,No,No,No,Yes,No,Low,India,349,18,3.6,Eco
F186,Cooking Oil,Refined sunflower oil,Sunflower oil,,Paper,Yes,No,No,No,Yes,Yes,Low,India,336,11,4.3,Not Eco
F096,Green Tea Bags pack,natural green tea,Green tea leaves,Antioxidant rich,Glass,Yes,No,Yes,No,Yes,Yes,Low,India,128,23,4,Not Eco
F001,cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Plastic,No,Yes,No,Yes,Yes,No,Low,India,,33,4.5,Not Eco
F069,Organic Honey,Pure natural honey,Honey,No additives,Paper,No,Yes,No,No,No,No,Low,India,132,39,4.7,Eco
F004,Chocolate Bar,Milk chocolate,"Sugar, cocoa",,Glass,Yes,Yes,No,No,No,No,High,India,269,57,4.5,Not Eco
F016,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Paper,No,No,Yes,Yes,No,Yes,High,India,248,47,4.2,Not Eco
F024,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Glass,Yes,No,Yes,Yes,No,Yes,High,India,98,46,3.6,Not Eco
F080,organic Pulses,Naturally grown pulses,Lentils,Organic farming,Paper,Yes,No,Yes,No,No,Yes,High,India,340,13,4.4,Eco
F002,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Paper,No,Yes,No,No,Yes,No,Medium,India,436,18,4.9,Eco
F128,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Paper,No,Yes,No,No,Yes,No,High,India,113,47,4.9,Not Eco
F160,Organic Pulses,Naturally grown pulses pack,,organic farming,Paper,No,No,No,No,No,No,Low,India,386,28,4.6,Not Eco
F084,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Metal,No,No,No,No,No,No,High,India,106,4,4.7,Eco
F152,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Paper,Yes,Yes,Yes,Yes,No,Yes,Medium,India,344,46,4.4,Not Eco
F140,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,,No,Yes,Yes,No,No,No,High,India,451,53,4.7,Not Eco
F178,Instant Noodles,,"Refined flour, preservatives",Fast cooking,Glass,No,No,Yes,Yes,Yes,Yes,Low,India,401,45,4.1,Not Eco
F163,Organic Brown Rice,whole grain organic rice,Brown rice,Organic certified,Metal,Yes,No,Yes,Yes,Yes,Yes,Medium,India,59,58,4.6,Not Eco
F124,Instant Noodles,Quick cook noodles pack,"Refined flour, preservatives",Fast cooking,Plastic,No,Yes,No,Yes,Yes,Yes,Low,India,181,49,4.2,Eco
F033,Cold Drink,Carbonated soft drink,"Sugar, water batch",Refreshing,Glass,No,No,No,Yes,Yes,Yes,Low,India,80,42,3.5,Not Eco
F161,Organic Honey,Pure natural honey,Honey,No additives pack,Glass,No,Yes,No,No,Yes,Yes,High,India,330,17,3.7,Eco
F189,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Glass,Yes,Yes,No,No,No,Yes,Low,India,195,60,3.9,Eco
F179,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Paper,Yes,No,Yes,Yes,No,Yes,Low,India,,3,3.6,Not Eco
F171,Cooking Oil,Refined sunflower oil,Sunflower oil,Light and healthy,Paper,No,Yes,Yes,No,No,No,High,India,416,12,4.8,Not Eco
F101,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Paper,Yes,Yes,Yes,No,Yes,No,Low,India,95,2,4,Eco
F012,,Whole grain organic rice,Brown rice,Organic certified,Glass,No,No,No,No,Yes,No,High,India,448,19,3.9,Eco
F067,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Metal,No,Yes,Yes,Yes,No,No,High,India,328,18,4.1,Eco
F065,Chocolate Bar,,"Sugar, cocoa",rich taste,Paper,No,Yes,No,Yes,No,Yes,High,India,,33,4.2,Eco
F161,Organic Honey,Pure natural honey,Honey,No additives,Glass,No,Yes,No,No,Yes,Yes,High,India,330,17,3.7,Eco
F168,,Natural green tea,green tea leaves,Antioxidant rich,Paper,No,No,No,Yes,No,No,Medium,India,123,1,4,Not Eco
F074,Organic Spice Mix,traditional spice blend new,Natural spices offer,No preservatives,Plastic,Yes,No,Yes,Yes,Yes,Yes,Low,India,270,3,4.7,Eco
F043,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Glass,No,No,No,No,Yes,No,Medium,India,493,20,4.2,Eco
F044,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Paper,Yes,No,Yes,No,No,No,High,India,63,47,3.7,Not Eco
F029,Cooking Oil,Refined sunflower oil,Sunflower oil,Light and healthy,Paper,No,Yes,No,No,No,No,High,India,572,,3.9,Not Eco
F141,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking new,Metal,No,Yes,Yes,Yes,No,No,Medium,India,157,43,4.5,Eco
F012,Organic Brown Rice,whole grain organic rice offer,Brown rice,Organic certified,Glass,No,No,No,No,Yes,No,High,India,448,19,3.9,Not Eco
F095,Cold Drink,Carbonated soft drink,"Sugar, water",refreshing,Metal,Yes,No,No,Yes,Yes,Yes,Medium,India,147,44,4.7,Not Eco
F046,cooking Oil,Refined sunflower oil,Sunflower oil new,Light and healthy,Glass,No,No,Yes,No,Yes,Yes,Low,India,114,53,4.5,Not Eco
F130,Organic Spice Mix,traditional spice blend,Natural spices,No preservatives,Paper,No,Yes,Yes,No,Yes,No,Medium,India,364,13,3.6,Not Eco
